Record_ID,Date,Country,City,Temperature,Humidity,Precipitation,Air_Quality_Index,Extreme_Weather_Events,Climate_Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
cnd_2079,2025-09-08,Canada,Montreal,23.5,15,101,478,None,Koeppen-D,Temperate,Grassland,24.2,7.1,NW,Autumn,1750407,81159800,2
cnd_208,2024-07-26,Canada,Toronto,42,10,1.9,125,None,Koeppen-A,Temperate,Tundra,42.5,13.7,SE,Summer,7689841,60224544,7
cnd_2080,2025-09-09,Canada,Montreal,27.2,66,100.1,299,None,Koeppen-D,Temperate,Tundra,30.5,34.9,N,Autumn,9621450,29983160,9
cnd_2081,2025-09-10,Canada,Montreal,37.8,91,185.6,90,None,Koeppen-D,Temperate,Grassland,42.3,38.6,NW,Autumn,871547,20845245,1
cnd_2082,2025-09-11,Canada,Montreal,-4,42,164.6,363,None,Koeppen-D,Temperate,Grassland,-1.9,14.7,E,Autumn,7291992,3353008,9
cnd_2083,2025-09-12,Canada,Montreal,41.4,94,66.9,170,None,Koeppen-C,Temperate,Tundra,46.1,18.9,NW,Autumn,1479361,80084762,6
cnd_2084,2025-09-13,Canada,Montreal,37.6,52,199.5,137,Flood,Koeppen-D,Temperate,Forest,40.2,22.1,NE,Autumn,2307245,67396640,2
cnd_2085,2025-09-14,Canada,Montreal,-9.8,91,115.9,251,None,Koeppen-D,Temperate,Desert,-5.3,36.4,E,Autumn,7825334,3066053,1
cnd_2086,2025-09-15,Canada,Montreal,26.2,70,61,302,None,Koeppen-C,Temperate,Grassland,29.7,10.4,NW,Autumn,1287412,18634025,6
cnd_2087,2025-09-16,Canada,Montreal,38.1,61,190.6,456,None,Koeppen-C,Temperate,Tundra,41.1,26.2,E,Autumn,7523571,11530889,5
cnd_2088,2025-09-17,Canada,Montreal,14,35,21.3,145,None,Koeppen-A,Temperate,Desert,15.8,22.5,SW,Autumn,8547602,89283049,7
cnd_2089,2025-09-18,Canada,Montreal,17.9,98,124.1,203,None,Koeppen-D,Temperate,Forest,22.8,9.4,NE,Autumn,9717931,9692039,10
cnd_209,2024-07-27,Canada,Toronto,31.4,36,138.6,189,None,Koeppen-B,Temperate,Grassland,33.2,16.4,SE,Summer,6752596,50018738,5
cnd_2090,2025-09-19,Canada,Montreal,16,96,187.2,150,None,Koeppen-C,Temperate,Tundra,20.8,15.9,SE,Autumn,2134,13778514,3
cnd_2091,2025-09-20,Canada,Montreal,6.4,57,52.8,336,None,Koeppen-D,Temperate,Desert,9.2,8.4,SE,Autumn,9969094,3839586,6
cnd_2092,2025-09-21,Canada,Montreal,4.2,84,2.9,117,None,Koeppen-B,Temperate,Grassland,8.4,18.6,NE,Autumn,480876,4933826,5
cnd_2093,2025-09-22,Canada,Montreal,-9.6,35,140.3,398,None,Koeppen-B,Temperate,Forest,-7.8,6.5,NE,Autumn,4750457,92951879,9
cnd_2094,2025-09-23,Canada,Montreal,36,11,80.6,316,Flood,Koeppen-D,Temperate,Forest,36.5,31,W,Autumn,5024290,31143014,2
cnd_2095,2025-09-24,Canada,Montreal,31.6,30,57.8,116,None,Koeppen-D,Temperate,Desert,33.1,14,E,Autumn,7999562,81317114,2
cnd_2096,2025-09-25,Canada,Montreal,31.8,29,58.2,344,Drought,Koeppen-D,Temperate,Forest,33.2,35.2,W,Autumn,5775740,37392753,2
cnd_2097,2025-09-26,Canada,Montreal,8.3,61,45,262,Flood,Koeppen-B,Temperate,Wetland,11.4,16.5,N,Autumn,6451138,27597780,1
cnd_2098,2025-09-27,Canada,Montreal,15.3,55,101.2,17,None,Koeppen-A,Temperate,Wetland,18.1,6.1,N,Autumn,3751939,12776547,6
cnd_2099,2025-09-28,Canada,Montreal,31.5,41,80.3,233,None,Koeppen-B,Temperate,Forest,33.5,0.7,E,Autumn,5820133,65843328,7
cnd_21,2024-01-21,Canada,Toronto,4.9,35,36.4,171,None,Koeppen-A,Temperate,Desert,6.7,19.4,E,Winter,7736165,69059475,7
cnd_210,2024-07-28,Canada,Toronto,6.7,71,190.5,494,None,Koeppen-A,Temperate,Desert,10.2,19.3,E,Summer,951413,24079182,10
cnd_2100,2025-09-29,Canada,Montreal,39.2,27,56.3,128,None,Koeppen-B,Temperate,Tundra,40.6,20.1,N,Autumn,5850991,47390083,10
cnd_2101,2025-09-30,Canada,Montreal,36,39,170.6,95,None,Koeppen-A,Temperate,Tundra,38,38.8,SE,Autumn,7365995,38742526,9
cnd_2102,2025-10-01,Canada,Montreal,43.7,63,44.7,459,None,Koeppen-C,Temperate,Forest,46.9,4.1,E,Autumn,5716889,89121728,7
cnd_2103,2025-10-02,Canada,Montreal,21.8,81,150.5,168,None,Koeppen-A,Temperate,Desert,25.9,32.2,E,Autumn,5569052,62144359,7
cnd_2104,2025-10-03,Canada,Montreal,7.5,89,191.3,230,None,Koeppen-D,Temperate,Forest,11.9,28.2,SE,Autumn,152458,99124475,8
cnd_2105,2025-10-04,Canada,Montreal,-1.7,79,10.7,124,Heatwave,Koeppen-D,Temperate,Tundra,2.2,21.5,S,Autumn,8026699,88611441,3
cnd_2106,2025-10-05,Canada,Montreal,39.6,94,150.6,491,None,Koeppen-D,Temperate,Wetland,44.3,20.9,S,Autumn,2695741,88403988,2
cnd_2107,2025-10-06,Canada,Montreal,42.5,58,133.4,465,None,Koeppen-D,Temperate,Grassland,45.4,36.6,E,Autumn,9408990,98287205,3
cnd_2108,2025-10-07,Canada,Montreal,0.2,79,33.7,190,Hurricane,Koeppen-D,Temperate,Desert,4.2,17.2,N,Autumn,5912077,32721941,9
cnd_2109,2025-10-08,Canada,Montreal,6.7,58,181.8,466,None,Koeppen-A,Temperate,Tundra,9.6,36,SE,Autumn,3716580,75764206,1
cnd_211,2024-07-29,Canada,Toronto,20.6,73,183.6,99,None,Koeppen-B,Temperate,Grassland,24.2,20.3,N,Summer,8422481,115926,9
cnd_2110,2025-10-09,Canada,Montreal,-6.2,28,142.2,281,None,Koeppen-D,Temperate,Grassland,-4.8,36.6,S,Autumn,5293485,89423674,7
cnd_2111,2025-10-10,Canada,Montreal,16.2,38,73.2,58,None,Koeppen-A,Temperate,Grassland,18.1,38.5,S,Autumn,7098727,62168118,4
cnd_2112,2025-10-11,Canada,Montreal,-9.9,34,56,19,None,Koeppen-C,Temperate,Desert,-8.2,11.4,N,Autumn,7964926,25160454,3
cnd_2113,2025-10-12,Canada,Montreal,36.2,35,105.9,222,None,Koeppen-B,Temperate,Wetland,38,20,W,Autumn,1517355,16251324,6
cnd_2114,2025-10-13,Canada,Montreal,29.7,49,195.6,236,None,Koeppen-B,Temperate,Forest,32.1,33.1,NE,Autumn,7235342,99975006,5
cnd_2115,2025-10-14,Canada,Montreal,16,29,96.4,69,None,Koeppen-B,Temperate,Wetland,17.4,33.9,SW,Autumn,2131583,80073622,10
cnd_2116,2025-10-15,Canada,Montreal,30.5,39,50.4,222,None,Koeppen-B,Temperate,Desert,32.5,17.7,SW,Autumn,6966266,29548004,10
cnd_2117,2025-10-16,Canada,Montreal,6.7,47,181.6,473,None,Koeppen-B,Temperate,Tundra,9.1,35.2,NW,Autumn,6738698,63931095,2
cnd_2118,2025-10-17,Canada,Montreal,1.4,25,110.9,122,None,Koeppen-C,Temperate,Wetland,2.6,22.3,NW,Autumn,695669,57435555,1
cnd_2119,2025-10-18,Canada,Montreal,32.7,50,87.9,97,Flood,Koeppen-C,Temperate,Tundra,35.2,14.4,S,Autumn,2319117,82341823,1
cnd_212,2024-07-30,Canada,Toronto,-6,19,103.5,401,None,Koeppen-B,Temperate,Forest,-5,5.7,NE,Summer,9362829,28224760,6
cnd_2120,2025-10-19,Canada,Montreal,43.1,76,3.6,70,None,Koeppen-D,Temperate,Tundra,46.9,10.5,NE,Autumn,2528270,82903307,7
cnd_2121,2025-10-20,Canada,Montreal,43.4,92,15.1,377,Flood,Koeppen-D,Temperate,Forest,48,6.9,E,Autumn,6153959,98554928,9
cnd_2122,2025-10-21,Canada,Montreal,4,48,132.5,405,None,Koeppen-C,Temperate,Forest,6.4,28.4,SW,Autumn,720570,82667546,2
cnd_2123,2025-10-22,Canada,Montreal,17.5,55,65.4,342,None,Koeppen-C,Temperate,Tundra,20.2,21.2,NE,Autumn,7713603,75958968,8
cnd_2124,2025-10-23,Canada,Montreal,5.4,13,84.9,164,None,Koeppen-D,Temperate,Forest,6.1,39.9,N,Autumn,1964441,19366630,10
cnd_2125,2025-10-24,Canada,Montreal,14.5,44,113.3,471,None,Koeppen-A,Temperate,Desert,16.7,22.2,N,Autumn,6767080,20798920,1
cnd_2126,2025-10-25,Canada,Montreal,-0.6,63,137.4,241,None,Koeppen-D,Temperate,Desert,2.6,9.7,NW,Autumn,8546036,78201806,2
cnd_2127,2025-10-26,Canada,Montreal,2.6,46,170.7,373,None,Koeppen-D,Temperate,Desert,4.9,32.4,NE,Autumn,6697028,55438510,9
cnd_2128,2025-10-27,Canada,Montreal,6.9,57,163.3,178,None,Koeppen-A,Temperate,Tundra,9.8,38.1,SE,Autumn,9378864,45563664,8
cnd_2129,2025-10-28,Canada,Montreal,5.2,49,144.6,57,None,Koeppen-C,Temperate,Tundra,7.7,23.6,N,Autumn,9756318,61388209,6
cnd_213,2024-07-31,Canada,Toronto,11.3,97,24.8,242,None,Koeppen-A,Temperate,Tundra,16.2,8.3,N,Summer,2328553,80886478,10
cnd_2130,2025-10-29,Canada,Montreal,25.2,75,102.4,227,Hurricane,Koeppen-C,Temperate,Desert,28.9,0.4,E,Autumn,1981004,26774897,1
cnd_2131,2025-10-30,Canada,Montreal,24.8,14,164.7,102,None,Koeppen-B,Temperate,Wetland,25.5,39.9,S,Autumn,9625058,42759785,9
cnd_2132,2025-10-31,Canada,Montreal,-6.7,11,187.5,337,None,Koeppen-B,Temperate,Grassland,-6.2,5.9,W,Autumn,8640166,73895358,6
cnd_2133,2025-11-01,Canada,Montreal,-8.4,65,39.7,180,None,Koeppen-A,Temperate,Wetland,-5.2,31.3,NE,Autumn,8538007,99368550,8
cnd_2134,2025-11-02,Canada,Montreal,18.6,99,58,102,None,Koeppen-B,Temperate,Desert,23.6,27.9,NW,Autumn,2598056,37072290,3
cnd_2135,2025-11-03,Canada,Montreal,4.8,31,88.8,217,None,Koeppen-A,Temperate,Desert,6.3,5.3,NE,Autumn,5038077,5391253,3
cnd_2136,2025-11-04,Canada,Montreal,29.8,61,77,268,None,Koeppen-D,Temperate,Tundra,32.9,5.6,E,Autumn,9408919,68750783,3
cnd_2137,2025-11-05,Canada,Montreal,26.4,17,134.9,118,None,Koeppen-B,Temperate,Grassland,27.2,12.1,W,Autumn,4182851,54052637,6
cnd_2138,2025-11-06,Canada,Montreal,20.8,22,180,311,None,Koeppen-B,Temperate,Wetland,21.9,36.6,E,Autumn,2203712,12870413,10
cnd_2139,2025-11-07,Canada,Montreal,35.8,51,182.7,349,None,Koeppen-A,Temperate,Desert,38.3,19.1,S,Autumn,6329554,90472110,4
cnd_214,2024-08-01,Canada,Toronto,-5,10,4.8,144,Flood,Koeppen-B,Temperate,Forest,-4.5,27.4,SE,Summer,6048094,43510720,4
cnd_2140,2025-11-08,Canada,Montreal,3,62,166.8,22,None,Koeppen-A,Temperate,Tundra,6.1,16.2,E,Autumn,8595079,1178917,1
cnd_2141,2025-11-09,Canada,Montreal,34,14,104.7,398,None,Koeppen-C,Temperate,Forest,34.7,27.3,NE,Autumn,8649220,53899506,7
cnd_2142,2025-11-10,Canada,Montreal,-1.7,17,155.9,88,None,Koeppen-C,Temperate,Tundra,-0.8,23.8,NW,Autumn,7697267,59751492,5
cnd_2143,2025-11-11,Canada,Montreal,21.7,52,65.3,396,Flood,Koeppen-D,Temperate,Forest,24.3,31.5,NW,Autumn,4027425,83354033,1
cnd_2144,2025-11-12,Canada,Montreal,7.3,17,193.1,278,None,Koeppen-C,Temperate,Grassland,8.2,21.4,NE,Autumn,3526832,58962889,10
cnd_2145,2025-11-13,Canada,Montreal,20.4,28,8.8,51,None,Koeppen-A,Temperate,Forest,21.8,0.1,NE,Autumn,9378273,3391273,6
cnd_2146,2025-11-14,Canada,Montreal,40.6,81,62,494,None,Koeppen-A,Temperate,Grassland,44.6,32,SW,Autumn,884225,24830130,1
cnd_2147,2025-11-15,Canada,Montreal,18.7,75,17.9,323,None,Koeppen-B,Temperate,Forest,22.4,26.5,W,Autumn,6813021,90727237,4
cnd_2148,2025-11-16,Canada,Montreal,12.4,90,101.8,107,None,Koeppen-D,Temperate,Tundra,16.9,30.3,NE,Autumn,1025698,30313307,1
cnd_2149,2025-11-17,Canada,Montreal,43.5,29,105.8,360,Flood,Koeppen-A,Temperate,Grassland,45,18.9,SW,Autumn,7392557,38672327,10
cnd_215,2024-08-02,Canada,Toronto,1.8,54,40.7,481,None,Koeppen-B,Temperate,Wetland,4.5,31.9,S,Summer,6015429,389971,7
cnd_2150,2025-11-18,Canada,Montreal,-5.1,43,16,263,None,Koeppen-B,Temperate,Grassland,-2.9,4.7,S,Autumn,927877,43848567,2
cnd_2151,2025-11-19,Canada,Montreal,32.1,73,126.2,169,Drought,Koeppen-B,Temperate,Wetland,35.8,37.3,SW,Autumn,3071889,27705122,10
cnd_2152,2025-11-20,Canada,Montreal,43.2,83,62.2,164,None,Koeppen-B,Temperate,Desert,47.4,16.9,W,Autumn,7666832,83568155,10
cnd_2153,2025-11-21,Canada,Montreal,-1.3,26,64,35,Drought,Koeppen-A,Temperate,Desert,0,36,E,Autumn,1913029,49162215,3
cnd_2154,2025-11-22,Canada,Montreal,3.7,70,83.5,461,Hurricane,Koeppen-A,Temperate,Grassland,7.2,36.2,NE,Autumn,113376,66622751,9
cnd_2155,2025-11-23,Canada,Montreal,44,70,90.3,291,None,Koeppen-C,Temperate,Grassland,47.5,5.6,NE,Autumn,5181727,326639,9
cnd_2156,2025-11-24,Canada,Montreal,39.6,98,160.4,74,Heatwave,Koeppen-A,Temperate,Forest,44.5,13.3,E,Autumn,5728157,48951583,9
cnd_2157,2025-11-25,Canada,Montreal,16.6,79,145.5,365,None,Koeppen-A,Temperate,Forest,20.6,10.5,NW,Autumn,6719606,90037987,4
cnd_2158,2025-11-26,Canada,Montreal,36.7,72,61.1,128,Flood,Koeppen-A,Temperate,Forest,40.3,17.4,NW,Autumn,5014582,70324156,8
cnd_2159,2025-11-27,Canada,Montreal,-2.7,80,38.4,432,None,Koeppen-C,Temperate,Desert,1.3,11.7,NW,Autumn,8024386,33832986,1
cnd_216,2024-08-03,Canada,Toronto,43.7,62,146,219,None,Koeppen-B,Temperate,Wetland,46.8,20.5,S,Summer,5718793,17451525,3
cnd_2160,2025-11-28,Canada,Montreal,34.6,72,181.9,130,None,Koeppen-A,Temperate,Wetland,38.2,19.2,N,Autumn,7515649,1614952,9
cnd_2161,2025-11-29,Canada,Montreal,27.7,66,132.8,37,None,Koeppen-D,Temperate,Tundra,31,11.5,W,Autumn,9578002,84678235,1
cnd_2162,2025-11-30,Canada,Montreal,28.2,27,25.5,205,None,Koeppen-B,Temperate,Wetland,29.6,6.9,S,Autumn,9868704,48949290,10
cnd_2163,2025-12-01,Canada,Montreal,20.6,23,13.3,311,None,Koeppen-C,Temperate,Tundra,21.8,13.3,S,Winter,9720990,68462761,8
cnd_2164,2025-12-02,Canada,Montreal,33.1,67,85.1,399,Hurricane,Koeppen-A,Temperate,Desert,36.5,38.4,SE,Winter,4605797,67011671,8
cnd_2165,2025-12-03,Canada,Montreal,-6.5,85,162.7,310,None,Koeppen-D,Temperate,Grassland,-2.2,23.2,N,Winter,2037126,70525122,5
cnd_2166,2025-12-04,Canada,Montreal,22.6,33,79.7,465,None,Koeppen-C,Temperate,Grassland,24.2,9.7,N,Winter,3152578,82956528,7
cnd_2167,2025-12-05,Canada,Montreal,34,84,37.3,221,Heatwave,Koeppen-D,Temperate,Tundra,38.2,32,NE,Winter,2573819,48940953,5
cnd_2168,2025-12-06,Canada,Montreal,31.1,79,12.1,97,None,Koeppen-C,Temperate,Tundra,35.1,34.8,NW,Winter,8460406,9591819,10
cnd_2169,2025-12-07,Canada,Montreal,44,77,110.8,194,None,Koeppen-D,Temperate,Tundra,47.9,35.4,S,Winter,7035901,56769160,4
cnd_217,2024-08-04,Canada,Toronto,43.6,90,48,79,None,Koeppen-B,Temperate,Desert,48.1,3.4,NE,Summer,2986974,63080571,6
cnd_2170,2025-12-08,Canada,Montreal,27.7,26,71.1,315,Hurricane,Koeppen-B,Temperate,Desert,29,13.9,W,Winter,139729,17820365,7
cnd_2171,2025-12-09,Canada,Montreal,5.1,15,35.6,418,Drought,Koeppen-C,Temperate,Forest,5.8,21.4,SE,Winter,3624273,65833,4
cnd_2172,2025-12-10,Canada,Montreal,42.6,35,138.8,302,None,Koeppen-B,Temperate,Grassland,44.4,8.3,SE,Winter,6612464,64946960,6
cnd_2173,2025-12-11,Canada,Montreal,0.8,93,61.1,277,None,Koeppen-B,Temperate,Grassland,5.5,10.2,W,Winter,359552,83823331,7
cnd_2174,2025-12-12,Canada,Montreal,42.7,16,123.8,436,Hurricane,Koeppen-B,Temperate,Wetland,43.5,35.5,NW,Winter,2248010,61440871,9
cnd_2175,2025-12-13,Canada,Montreal,5.3,48,129,285,None,Koeppen-B,Temperate,Desert,7.7,19.6,SW,Winter,8886951,26337840,1
cnd_2176,2025-12-14,Canada,Montreal,-5.6,30,170.5,104,None,Koeppen-D,Temperate,Tundra,-4.1,21.8,W,Winter,8535925,57624775,9
cnd_2177,2025-12-15,Canada,Montreal,44.3,56,87,324,Hurricane,Koeppen-B,Temperate,Wetland,47.1,28.8,N,Winter,4735613,25836278,7
cnd_2178,2025-12-16,Canada,Montreal,22.6,58,104.9,35,None,Koeppen-C,Temperate,Desert,25.5,9.3,SW,Winter,2724531,21320897,6
cnd_2179,2025-12-17,Canada,Montreal,3.3,37,145.4,447,None,Koeppen-A,Temperate,Forest,5.2,34.2,NW,Winter,6906157,84629389,10
cnd_218,2024-08-05,Canada,Toronto,-5.3,94,127.3,305,None,Koeppen-A,Temperate,Forest,-0.6,4.4,SE,Summer,6834629,10884037,7
cnd_2180,2025-12-18,Canada,Montreal,43,42,80.5,340,None,Koeppen-D,Temperate,Grassland,45.1,26.7,N,Winter,4545904,2848518,7
cnd_2181,2025-12-19,Canada,Montreal,-6.3,36,53.1,445,Flood,Koeppen-C,Temperate,Grassland,-4.5,26.7,NE,Winter,3268192,94667328,1
cnd_2182,2025-12-20,Canada,Montreal,-4.5,12,4.9,266,None,Koeppen-C,Temperate,Tundra,-3.9,2.6,W,Winter,4535110,32136282,10
cnd_2183,2025-12-21,Canada,Montreal,18.7,16,167.5,109,None,Koeppen-C,Temperate,Wetland,19.5,12.9,S,Winter,8102925,84480049,8
cnd_2184,2025-12-22,Canada,Montreal,-6.3,36,189.8,60,None,Koeppen-C,Temperate,Forest,-4.5,21.8,SE,Winter,6295209,7352693,8
cnd_2185,2025-12-23,Canada,Montreal,42.7,16,124.6,177,Drought,Koeppen-D,Temperate,Grassland,43.5,23.6,S,Winter,8884698,38792164,2
cnd_2186,2025-12-24,Canada,Montreal,16.6,87,125.3,53,Heatwave,Koeppen-D,Temperate,Forest,21,2,E,Winter,7377812,79084588,10
cnd_2187,2025-12-25,Canada,Montreal,23.4,90,198.5,176,None,Koeppen-A,Temperate,Desert,27.9,27.3,NW,Winter,2539663,6793246,9
cnd_2188,2025-12-26,Canada,Montreal,34.4,86,149.3,460,Drought,Koeppen-C,Temperate,Forest,38.7,36.9,N,Winter,3656919,32230842,1
cnd_2189,2025-12-27,Canada,Montreal,34.4,85,17.7,50,None,Koeppen-B,Temperate,Grassland,38.6,2.4,SW,Winter,5732419,44879179,3
cnd_219,2024-08-06,Canada,Toronto,41.8,82,31.1,245,None,Koeppen-D,Temperate,Desert,45.9,31.7,SW,Summer,2429071,23203681,7
cnd_2190,2025-12-28,Canada,Montreal,15.1,10,20.9,414,None,Koeppen-D,Temperate,Grassland,15.6,20.4,E,Winter,7545967,90020721,8
cnd_2191,2025-12-29,Canada,Montreal,11.1,62,186,211,None,Koeppen-C,Temperate,Wetland,14.2,4.7,N,Winter,6211802,79124339,5
cnd_2192,2025-12-30,Canada,Montreal,38.7,55,172.5,444,None,Koeppen-B,Temperate,Wetland,41.5,21,NW,Winter,6482422,54849429,9
cnd_2193,2025-12-31,Canada,Montreal,3.3,31,160.2,478,None,Koeppen-C,Temperate,Tundra,4.8,22.1,S,Winter,9016715,58942530,8
cnd_22,2024-01-22,Canada,Toronto,-9.7,59,123.5,465,None,Koeppen-C,Temperate,Grassland,-6.7,3.4,N,Winter,5582299,30342178,7
cnd_220,2024-08-07,Canada,Toronto,18.1,94,141.8,56,None,Koeppen-D,Temperate,Grassland,22.8,10.8,SE,Summer,4534545,96510075,5
cnd_221,2024-08-08,Canada,Toronto,19.4,92,176,64,None,Koeppen-B,Temperate,Tundra,24,23.2,NW,Summer,577356,17098977,7
cnd_222,2024-08-09,Canada,Toronto,40.3,79,96.9,396,None,Koeppen-B,Temperate,Wetland,44.2,22.8,SE,Summer,2671532,27464688,4
cnd_223,2024-08-10,Canada,Toronto,8.5,31,1.6,449,None,Koeppen-C,Temperate,Desert,10.1,3.5,E,Summer,4377709,3143516,8
cnd_224,2024-08-11,Canada,Toronto,-0.8,64,24.1,374,None,Koeppen-A,Temperate,Desert,2.4,7.6,W,Summer,904159,79434748,2
cnd_225,2024-08-12,Canada,Toronto,26.2,54,6.9,241,None,Koeppen-B,Temperate,Tundra,28.9,0.7,S,Summer,1986647,19976008,5
cnd_226,2024-08-13,Canada,Toronto,-0.1,88,45.3,116,None,Koeppen-D,Temperate,Grassland,4.3,30.5,NW,Summer,2158623,7744356,1
cnd_227,2024-08-14,Canada,Toronto,33.6,81,129.7,31,Hurricane,Koeppen-B,Temperate,Desert,37.6,30.9,NE,Summer,4131633,36414256,10
cnd_228,2024-08-15,Canada,Toronto,29.1,20,80.5,266,None,Koeppen-D,Temperate,Desert,30.1,12,NE,Summer,4783365,94764900,9
cnd_229,2024-08-16,Canada,Toronto,-4.8,71,190.4,420,None,Koeppen-D,Temperate,Grassland,-1.2,24.1,SW,Summer,4701740,90577182,1
cnd_23,2024-01-23,Canada,Toronto,33.4,13,160.9,328,None,Koeppen-C,Temperate,Desert,34,28.2,NE,Winter,9737119,95914912,9
cnd_230,2024-08-17,Canada,Toronto,9.4,96,94.7,134,None,Koeppen-D,Temperate,Grassland,14.2,7.5,SE,Summer,739046,58767733,4
cnd_231,2024-08-18,Canada,Toronto,30.4,17,148.7,451,Hurricane,Koeppen-B,Temperate,Wetland,31.2,5,SW,Summer,3968298,13418245,3
cnd_232,2024-08-19,Canada,Toronto,5.1,86,152.4,382,None,Koeppen-D,Temperate,Desert,9.4,11.4,E,Summer,5026032,45950366,4
cnd_233,2024-08-20,Canada,Toronto,20.8,63,6.1,353,None,Koeppen-B,Temperate,Tundra,24,9.6,N,Summer,7289460,56229011,3
cnd_234,2024-08-21,Canada,Toronto,-1.3,33,128.4,15,None,Koeppen-D,Temperate,Tundra,0.4,27.1,NE,Summer,6829639,36463370,8
cnd_235,2024-08-22,Canada,Toronto,43.4,28,81,178,None,Koeppen-C,Temperate,Desert,44.8,4.1,S,Summer,3670974,18102844,10
cnd_236,2024-08-23,Canada,Toronto,-2.9,61,127.5,467,None,Koeppen-A,Temperate,Tundra,0.2,3.6,NE,Summer,9665637,2083382,10
cnd_237,2024-08-24,Canada,Toronto,31.3,14,139.4,298,None,Koeppen-B,Temperate,Forest,32,24.5,NW,Summer,2845066,42477015,1
cnd_238,2024-08-25,Canada,Toronto,44.9,90,78.6,19,None,Koeppen-B,Temperate,Grassland,49.4,32.3,SW,Summer,5521336,27774847,7
cnd_239,2024-08-26,Canada,Toronto,41.2,10,181.6,283,Hurricane,Koeppen-A,Temperate,Wetland,41.7,37.1,SE,Summer,7931643,72516136,7
cnd_24,2024-01-24,Canada,Toronto,44.5,12,175.9,329,None,Koeppen-B,Temperate,Wetland,45.1,38.3,NW,Winter,2491456,90011200,1
cnd_240,2024-08-27,Canada,Toronto,-6.8,65,30.2,163,None,Koeppen-A,Temperate,Tundra,-3.5,12.9,NE,Summer,5155389,16746574,4
cnd_241,2024-08-28,Canada,Toronto,16,88,139.2,279,None,Koeppen-C,Temperate,Wetland,20.4,33.9,E,Summer,6406307,30060600,2
cnd_242,2024-08-29,Canada,Toronto,42.7,42,165.9,274,None,Koeppen-B,Temperate,Wetland,44.8,14.8,SE,Summer,8741726,50393871,5
cnd_243,2024-08-30,Canada,Toronto,-3.2,43,196.2,233,None,Koeppen-D,Temperate,Tundra,-1.1,18.8,S,Summer,8327630,32517574,6
cnd_244,2024-08-31,Canada,Toronto,8.3,67,197.1,484,Flood,Koeppen-B,Temperate,Tundra,11.7,17.1,N,Summer,9374331,80258207,8
cnd_245,2024-09-01,Canada,Toronto,20.4,93,114.7,59,Drought,Koeppen-B,Temperate,Grassland,25,38.1,E,Autumn,3692306,46390689,6
cnd_246,2024-09-02,Canada,Toronto,13.2,94,91.1,181,Flood,Koeppen-D,Temperate,Desert,17.9,2.4,SW,Autumn,4055052,96783520,2
cnd_247,2024-09-03,Canada,Toronto,40.8,19,11.3,21,None,Koeppen-A,Temperate,Forest,41.8,25.9,S,Autumn,1875831,41184260,2
cnd_248,2024-09-04,Canada,Toronto,19.3,24,114.3,42,None,Koeppen-A,Temperate,Wetland,20.5,2.1,SW,Autumn,1315715,79306622,8
cnd_249,2024-09-05,Canada,Toronto,-5.5,33,120.6,460,None,Koeppen-B,Temperate,Grassland,-3.8,18.1,SW,Autumn,9774630,77344740,5
cnd_25,2024-01-25,Canada,Toronto,1.6,62,75.8,216,Drought,Koeppen-C,Temperate,Wetland,4.7,16.1,SW,Winter,7746916,17018227,6
cnd_250,2024-09-06,Canada,Toronto,38,17,146,454,None,Koeppen-A,Temperate,Forest,38.9,26,NW,Autumn,3792437,85737603,8
cnd_251,2024-09-07,Canada,Toronto,22.6,48,141.8,411,None,Koeppen-C,Temperate,Grassland,25,24,SE,Autumn,3550305,1548365,1
cnd_252,2024-09-08,Canada,Toronto,32,45,6.4,314,Drought,Koeppen-A,Temperate,Tundra,34.2,34.4,NE,Autumn,1966599,92848621,9
cnd_253,2024-09-09,Canada,Toronto,19.2,74,0.6,194,None,Koeppen-C,Temperate,Desert,22.9,25.6,SW,Autumn,7218015,52220816,10
cnd_254,2024-09-10,Canada,Toronto,-9.4,52,110.3,136,None,Koeppen-A,Temperate,Grassland,-6.8,11.3,W,Autumn,627458,58293867,10
cnd_255,2024-09-11,Canada,Toronto,42.2,91,119,24,None,Koeppen-B,Temperate,Forest,46.8,35.3,NE,Autumn,5833870,37067285,4
cnd_256,2024-09-12,Canada,Toronto,43.3,93,187.8,443,None,Koeppen-C,Temperate,Forest,47.9,8.1,N,Autumn,5581768,19474242,7
cnd_257,2024-09-13,Canada,Toronto,37.4,27,134.4,499,None,Koeppen-D,Temperate,Forest,38.8,31.8,SW,Autumn,3016913,29122514,5
cnd_258,2024-09-14,Canada,Toronto,9.9,75,20.5,154,None,Koeppen-B,Temperate,Grassland,13.7,2.8,W,Autumn,2670650,32267707,9
cnd_259,2024-09-15,Canada,Toronto,-4.2,89,193.4,279,None,Koeppen-B,Temperate,Grassland,0.2,0.2,N,Autumn,9290810,56255733,10
cnd_26,2024-01-26,Canada,Toronto,7.6,65,151,25,Drought,Koeppen-B,Temperate,Forest,10.8,37.5,NE,Winter,6095227,13319524,4
cnd_260,2024-09-16,Canada,Toronto,0.6,41,178,211,None,Koeppen-C,Temperate,Grassland,2.7,10.6,NW,Autumn,5227783,16763797,1
